key;gender;frequency;probability;original_name;yoform
малович;М;3000;3.722631261498355e-05;мал;малович
маловна;Ж;3000;3.722631261498355e-05;мал;маловна
малахиевич;М;9;1.1167893784495065e-07;малахия;малахиевич
малахиевна;Ж;9;1.1167893784495065e-07;малахия;малахиевна
малеевич;М;1000;1.2408770871661182e-05;малей;малеевич
малеевна;Ж;1000;1.2408770871661182e-05;малей;малеевна
малхович;М;8;9.927016697328946e-08;малх;малхович
малховна;Ж;8;9.927016697328946e-08;малх;малховна
мамантович;М;41;5.087596057381085e-07;мамант;мамантович
мамантовна;Ж;41;5.087596057381085e-07;мамант;мамантовна
мануилович;М;21;2.605841883048848e-07;мануил;мануилович
мануиловна;Ж;21;2.605841883048848e-07;мануил;мануиловна
мануилыч;М;21;2.605841883048848e-07;мануил;мануилыч
мануйлович;М;491;6.092706497985641e-06;мануйло;мануйлович
мануйловна;Ж;491;6.092706497985641e-06;мануйло;мануйловна
марович;М;18200;0.00022583962986423353;мар;марович
маровна;Ж;18200;0.00022583962986423353;мар;маровна
мардариевич;М;5;6.204385435830592e-08;мардарий;мардариевич
мардариевна;Ж;5;6.204385435830592e-08;мардарий;мардариевна
мардарьевич;М;5;6.204385435830592e-08;мардарий;мардарьевич
мардарьевна;Ж;5;6.204385435830592e-08;мардарий;мардарьевна
мардониевич;М;1;1.2408770871661183e-08;мардоний;мардониевич
мардониевна;Ж;1;1.2408770871661183e-08;мардоний;мардониевна
маресович;М;49;6.080297727113979e-07;марес;маресович
маресовна;Ж;49;6.080297727113979e-07;марес;маресовна
маресьевич;М;1;1.2408770871661183e-08;маресий;маресьевич
маресьевна;Ж;1;1.2408770871661183e-08;маресий;маресьевна
маресьич;М;1;1.2408770871661183e-08;маресий;маресьич
марианович;М;200;2.4817541743322365e-06;мариан;марианович
мариановна;Ж;200;2.4817541743322365e-06;мариан;мариановна
марианыч;М;200;2.4817541743322365e-06;мариан;марианыч
мариевич;М;520000;0.006452560853263815;марий;мариевич
мариевна;Ж;520000;0.006452560853263815;марий;мариевна
марьевич;М;520000;0.006452560853263815;марий;марьевич
марьевна;Ж;520000;0.006452560853263815;марий;марьевна
маринович;М;800;9.927016697328946e-06;марин;маринович
мариновна;Ж;800;9.927016697328946e-06;марин;мариновна
маркович;М;10500;0.0001302920941524424;марк;маркович
марковна;Ж;10500;0.0001302920941524424;марк;марковна
маркыч;М;10500;0.0001302920941524424;марк;маркыч
маркелович;М;94;1.1664244619361513e-06;маркел;маркелович
маркеловна;Ж;94;1.1664244619361513e-06;маркел;маркеловна
маркеллович;М;164;2.035038422952434e-06;маркелл;маркеллович
маркелловна;Ж;164;2.035038422952434e-06;маркелл;маркелловна
маркеллинович;М;1;1.2408770871661183e-08;маркеллин;маркеллинович
маркеллиновна;Ж;1;1.2408770871661183e-08;маркеллин;маркеллиновна
маркианович;М;6;7.44526252299671e-08;маркиан;маркианович
маркиановна;Ж;6;7.44526252299671e-08;маркиан;маркиановна
маркианыч;М;6;7.44526252299671e-08;маркиан;маркианыч
маркиевич;М;9;1.1167893784495065e-07;маркий;маркиевич
маркиевна;Ж;9;1.1167893784495065e-07;маркий;маркиевна
маркиянович;М;38;4.7153329312312494e-07;маркиян;маркиянович
маркияновна;Ж;38;4.7153329312312494e-07;маркиян;маркияновна
маркияныч;М;38;4.7153329312312494e-07;маркиян;маркияныч
маронович;М;460;5.708034600964144e-06;марон;маронович
мароновна;Ж;460;5.708034600964144e-06;марон;мароновна
марсалиевич;М;3;3.722631261498355e-08;марсалий;марсалиевич
марсалиевна;Ж;3;3.722631261498355e-08;марсалий;марсалиевна
мартович;М;600;7.4452625229967095e-06;март;мартович
мартовна;Ж;600;7.4452625229967095e-06;март;мартовна
мартыч;М;600;7.4452625229967095e-06;март;мартыч
мартианович;М;10;1.2408770871661184e-07;мартиан;мартианович
мартиановна;Ж;10;1.2408770871661184e-07;мартиан;мартиановна
мартинович;М;3800;4.7153329312312493e-05;мартин;мартинович
мартиновна;Ж;3800;4.7153329312312493e-05;мартин;мартиновна
мартиныч;М;3800;4.7153329312312493e-05;мартин;мартиныч
мартинианович;М;2;2.4817541743322366e-08;мартиниан;мартинианович
мартиниановна;Ж;2;2.4817541743322366e-08;мартиниан;мартиниановна
мартинианыч;М;2;2.4817541743322366e-08;мартиниан;мартинианыч
мартириевич;М;2;2.4817541743322366e-08;мартирий;мартириевич
мартириевна;Ж;2;2.4817541743322366e-08;мартирий;мартириевна
мартирьевич;М;2;2.4817541743322366e-08;мартирий;мартирьевич
мартирьевна;Ж;2;2.4817541743322366e-08;мартирий;мартирьевна
мартынович;М;900;1.1167893784495064e-05;мартын;мартынович
мартыновна;Ж;900;1.1167893784495064e-05;мартын;мартыновна
мартыныч;М;900;1.1167893784495064e-05;мартын;мартыныч
мартьянович;М;81;1.0051104406045559e-06;мартьян;мартьянович
мартьяновна;Ж;81;1.0051104406045559e-06;мартьян;мартьяновна
мартьяныч;М;81;1.0051104406045559e-06;мартьян;мартьяныч
маруфович;М;400;4.963508348664473e-06;маруф;маруфович
маруфовна;Ж;400;4.963508348664473e-06;маруф;маруфовна
навкратиевич;М;2;2.4817541743322366e-08;навкратий;навкратиевич
навкратиевна;Ж;2;2.4817541743322366e-08;навкратий;навкратиевна
назарович;М;89000;0.0011043806075778453;назар;назарович
назаровна;Ж;89000;0.0011043806075778453;назар;назаровна
назарыч;М;89000;0.0011043806075778453;назар;назарыч
назариевич;М;4000;4.963508348664473e-05;назарий;назариевич
назариевна;Ж;4000;4.963508348664473e-05;назарий;назариевна
назарьевич;М;4000;4.963508348664473e-05;назарий;назарьевич
назарьевна;Ж;4000;4.963508348664473e-05;назарий;назарьевна
налевич;М;97;1.2036507745511346e-06;наль;налевич
налевна;Ж;97;1.2036507745511346e-06;наль;налевна
наполеонович;М;1000;1.2408770871661182e-05;наполеон;наполеонович
наполеоновна;Ж;1000;1.2408770871661182e-05;наполеон;наполеоновна
наркиссович;М;3;3.722631261498355e-08;наркисс;наркиссович
наркиссовна;Ж;3;3.722631261498355e-08;наркисс;наркиссовна
нарсович;М;133;1.6503665259309374e-06;нарс;нарсович
нарсовна;Ж;133;1.6503665259309374e-06;нарс;нарсовна
нарциссович;М;450;5.583946892247532e-06;нарцисс;нарциссович
нарциссовна;Ж;450;5.583946892247532e-06;нарцисс;нарциссовна
настасович;М;915;1.1354025347569982e-05;настас;настасович
настасовна;Ж;915;1.1354025347569982e-05;настас;настасовна
настасиевич;М;142;1.762045463775888e-06;настасий;настасиевич
настасиевна;Ж;142;1.762045463775888e-06;настасий;настасиевна
настасьевич;М;142;1.762045463775888e-06;настасий;настасьевич
настасьевна;Ж;142;1.762045463775888e-06;настасий;настасьевна
наталиевич;М;149;1.8489068598775162e-06;наталий;наталиевич
наталиевна;Ж;149;1.8489068598775162e-06;наталий;наталиевна
натальевич;М;149;1.8489068598775162e-06;наталий;натальевич
натальевна;Ж;149;1.8489068598775162e-06;наталий;натальевна
